dataset,experiment,fig4,fig5d,fig5e,fold,behavior_class,f1,precision,recall,train_ground_truth_label_counts
vehkaoja_dogs,wavelet_dt,True,False,False,3,panting_sitting,0.4544702972261538,0.4338287287236729,0.4771742451598567,509197
vehkaoja_dogs,wavelet_dt,True,False,False,3,panting_standing,0.4465510920232546,0.4396623535291831,0.45365913555992143,417258
vehkaoja_dogs,wavelet_dt,True,False,False,3,shaking,0.8559408988302893,0.8736908253037285,0.838897827835881,37207
vehkaoja_dogs,wavelet_dt,True,False,False,3,sitting,0.4240056092961831,0.40503843202538725,0.4448364519354378,396905
vehkaoja_dogs,wavelet_dt,True,False,False,3,sniffing,0.7997162417800198,0.7656842958669703,0.8369140993250123,814026
vehkaoja_dogs,wavelet_dt,True,False,False,3,standing,0.37420814768884597,0.34833626886276003,0.40423151818144154,415883
vehkaoja_dogs,wavelet_dt,True,False,False,3,trotting,0.9648459526164485,0.9567244529450226,0.9731065173343941,612985
vehkaoja_dogs,wavelet_dt,True,False,False,3,walking,0.7558503316230758,0.8340237503452085,0.6910755148741419,625715
vehkaoja_dogs,wavelet_dt,True,False,False,4,galloping,0.9083576888489208,0.8819131810864642,0.9364371179418837,140409
vehkaoja_dogs,wavelet_dt,True,False,False,4,lying_chest,0.4248557438451341,0.4367360964675929,0.413604627082039,412007
vehkaoja_dogs,wavelet_dt,True,False,False,4,panting_lying_chest,0.5006358860934477,0.5114466183947004,0.49027271832233926,481121
